Text,label
sign the petition to stand with the asian american community iamnotavirus ,1
amazing work from artist !! a gentle reminder that asian people are not the virus. hateisavirus ,1
 please encourage your boss to stop calling it the chinese virus its bringing harm to… ,0
"as we kick the week off with a “stay home order” due to covid-19, we want you to know we are committed to serving you in alternative ways to accommodate your home buying needs! residential building and housing is… ",0
" killing a lot of people!!! so never brag!!!! china communist even kills their own people and now the world!!! oh yeah ur right!!! about this wuhan virus, your government just killed the world for less than 3 days even!!! you are right!!! criminal!!!! thanks for the clue idiot",2
 made in china 2025: the industrial plan that communist china and democrats do not want anyone talking… ,0
and asian canadians. supporting this campaign from across the border racismisavirus ,1
" just to confirm, there are two types of people in this country. 1) stupid ass liberals that believe everything cnn and msnbc tell them. 2) educated, informed americans. chinavirus trump2020nowmorethanever trump2020landslidevictory usa usa usa usa",0
we have kept corona at bay so far. only chink in the armour is the behaviour of these jahil tabligis. showsomespine and crush these corona jihadis.,0
 nothing is more disgusting in america than a virus being spread by fake news . 152 countries around the world have citizens dying of a chinese pandemic and all the american mainstream media can do is try to blame it all on the us president.,0
"auspol - all you idiot politicians playing with australian lives for the sake of $$$  from the chinese - your disservice to the public will not be forgotten at the ballot office. all the retarded bureaucrats who think you are safe, coronavirus affects you too. travelban",0
thread about the scapegoating of the jews over the spread of the black death. parallels with the scapegoating of chinese people over covid19 are striking. people have always been racist pricks,1
 you stfu asian chink,2
fuck china,2
andrew yang u r a pussy . my asian american activism is being the loudest most broken-brain idiotic chink alive,2
"foxconn says cautiously resuming china output, warns coronavirus will hit revenue ",0
"you do not have the courage to say this shit in the middle of chinatown, which is in the 34th. eat shit.",0
"some scientists suspect the coronavirus may have come from a pangolin, an endangered animal, killed and sold at the market in wuhan, which is dangerously ironic. if this is true, perhaps humans will learn the capture and killing of rare species is not cool.",0
" trudeau is doing this all according to his agenda. he is had his head up china is ass for years. all while they have filled his pockets with chinese influence and cash. his love for china is nothing new, he is just furthering it at the cost of canadian misery and lives with this virus",0
 why would you even say that unless you are retarded yourself?  well i am thankful our president is fighting this chinese virus.,0
 its not chinese virus. its become from u.s.a,2
 chinese virus sounds right to me.,0
 who run by bastards and pimps of xijinping wuhan health organization. time to teach those chinesevirus to fuck off from earth staytogether to send back chinato1970 wretched swines,2
discrimination agaisnt all asians in europe...we are not a virus!! iamnotavirus via ,1
 it was from a fucking lab. a lab. not a wet market. the species of bat is found in the wuhan virus lab. its not found in the wet market in wuhan. it is not native to wuhan. 900km away from wuhan is nearest colony. its a lab!!,0
medical staff in a wuhan hospital emotionally broke down as the hospital was totally overrun by infected patients.… ,0
well no shit. coronavirus ,0
"oh shit, time to buy a mask and some hardcore hand disinfectant ",0
united states covid-19 corona virus thread //13 more people are staying at the nebraska medicine campus and the university of nebraska medical center .. 12 are currently .. at the national quarantine unit. one is at the nebraska biocontainment unit.// ,0
photo of trump remarks shows 'corona' crossed out and replaced with 'chinese' virus racismisavirus ,1
"give small business owners a break , anything coming from china is delayed due to coronavirus.. unless you want that shit, relax.",0
 fuck chinazi fuck communistvirus,2
it is out. end anti-asian racism/xenophobia in the time of covid19 aaccstatement iamnotavirus,1
"i am confused. if the virus is transmitted human to human but there are no humans on the streets because of the 60m ppl quarantine, then why are they spraying the streets? another video of chemical disinfection in the streets of wuhan coronavirus 01",0
 that is not the opinion of chinese officials to trump calling it the china… ,0
" viruses do not care what country anyone comes from. all the china haters over covid19 are either bots or sockpuppets, or they have shit for brains.",1
coronavirus is a total smoke screen for what has happened in markets this week. there is a completely sinister motive behind it. individual investor is powerless to do anything. dowjones wuhan wuhanvirus thesepeoplearesick,0
" aap bhi band kar do racism apni, phir lecture karna logon ko. racismisavirus wuhanvirus do not use the n word, bro.",0
this fcking chink gets paid 300 thousand a month and now 400 thousand like wtf,2
"pls retweet: writes asian americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% pa is, 10% nurses in the us are asian. yet they face the rise in violence and hate against asians. becool2asians frontlineworkers covid19 ",1
well no shit. coronavirus ,0
covid19 fears should not be exploited to attack and; exclude minorities – says scapegoating minorities is leading to an alarming rise in verbal and; physical abuses against chinese and; other minorities. learn more: iamnotavirus fightracism ,1
 the fuck it is. you were wearing made in china hats. hope they clear from coronavirus....,0
dow tumbles more than 1000 points on fears of coronavirus pandemic wuhanvirus coronavirus ,0
" remember, on january 14, who said corona virus could not transmit from human to human. a week later, on january hardy 23, china locked down wuhan and the entire country in subsequent days.",0
iamnotavirus will china ever stop spreading viruses as they have done historically?,0
" china virus, ccp virus, wuhan virus, kung flu. bat flu, corona virus, covid19, grow the fuck up snowflake.",2
no corona virus formed against shall prosper covid19sa ,0
 yet tory gov just focused on kissing ccp ass and; never really taken this ccpvirus seriously till now. blood on their hands,0
 these are bad examples but you can def make a good argument to why we called it the ebola virus and zika virus. we could technically call it the wuhan virus if we wanted to. calling it the chinese virus sounds wrongish but it is not racist.,0
" coronavirus report has been published first time and results are extremely serious. coronavirus has become the biggest challenge of 2020 in front of scientists and health experts. like, rt: coronavirusoutbreak wuhan chinavirus coronaviruschina",0
why the fuck has it taken a chinese virus for us to realise that the is the greatest set of people/organisation on the planet. ,0
 trump2020 saved lives when he shut down travel from china while liberals screamed racist. results matter. what have liberals ever accomplished? seriously! what? anything? detroit? shit on the streets in san francisco? sanctuarycities are the hotspots for wuhanvirus,0
 fuck china......... chinavirus chinavirus19 chinaliedpeopledied ,2
" prolly something to do with the coronavirus in china... look i do not get it either, people are fucking sensitive anymore.",0
this is ridiculous! surely the un and every bloody country in the world needs to be asking “what the fuck are you thinking china?!”,0
"funniest shit about americans complaining about china is handling of coronavirus is that if the virus started in america, the us would have been wiped out bc of all the boomers demanding they be let out of quarantine bc they will miss their tequila bingo night",0
 ok democrats enough is enough everyone is not political correct i have had enough lies not afraid to speak up i do not want spicks and chinks here president trump is doing a hell of a good job leave him alone we are not stupid enough to fall for this the coronavirus,2
fucked a chinese girl and found out that she had the coronavirus ,0
"saudiarabia pleads with muslims to delay hajj2020, in face of covid19. erdogan wants ordinary turks to donate money for coronavirus treatment. skepticism follows. another chance to put hugely popular on front page.",0
"every member of the executive, federal, state and; local governments who failed to heed the warnings about covid19 covid19pandemic must refuse any and; all medical treatment + sign a dnr ",0
 is a real piece of shit. trying to sneak over a billion $ of abortion crap into an emergency spending bill to help protect all americans from the wuflu way to go,0
 fuck off you chinese virus fucker. your country started this shit,2
solidarity at china market between jewish and chinese community iamnotavirus shoppingagainstprejudice purim ,1
what an absolute disgrace. how dare they speak to anyone like this let alone a customer?i hope the people involved… ,0
 u and; ur shit is is pungent (radical islam muslims jighadi fiyadeen invaders killers chinese virus spreaders animal eaters from jamaat ) r highly injurious and; dangerous to this nation and; entire humanity. hence on dying = 72 virgins waiting in heaven. ensoy the travel on roads now,0
 we racist think our country has no capacity to deal with coronavirus.. and we racist feel our people need to be protected.. and allowing chinese from china in is a risk,2
this is one of the most disgusting things i have seen in a while...,0
chinesevirus fuck china virus fuck chinese food. you are suck.,2
glenn pulled out all the stops for this one. biggovvirus ,0
now who is trying to capitalize on our fears? $$$ coronavirus,0
butthurt chinks lmfaooo,2
"the coronavirus is a wake up call to the world. china is communist practices ignoring the god of abraham, include the satanic treatment of animals, eating and; cooking live bats, cats, dogs etc has resulted in this plague. persecuting jews and christians etc. the almighty if furious.",2
"the increasing attacks, verbal abuse and vandalsism targeted at our asian siblings is harrowing and must be stopped. racismisavirus",1
covid19 fears should not be exploited to attack and; exclude minorities – says scapegoating minorities is leading to an alarming rise in verbal and; physical abuses against chinese and; other minorities. learn more: iamnotavirus fightracism ,1
watching 'race and coronavirus: a bay area conversation.' abc7 is confronting hate crimes against asian americans during the covid-19 pandemic with an interactive town hall. i see of ally washthehate ,1
national poll says asian is four times more likely to be discriminated against iamnotavirus ,1
" karnataka is ""chinese virus"" task force to purchase 1 lakh diagnostic kits from china. say hi to your master",0
 i think “wuhan virus” is a catchy name. it should be named after the origin so people n… ,0
fuck this chinese virus,2
 why are you praying for their death? was it necessary to announce these shits at this time? ca not you pray for their good health? ca not you purchase give them good chinesevirus prevention kits so that they can work without any fear? ,0
it is really unnecessary and it is going too far. as hate is being spread through racist mentality... there is a virus out there that is spreading and killing people. attacking people and tryna find someone to blame is not helping with what is going on. we are all afraid.,0
 our crooked gov at its finest as usual pelosi has added funding outside of the chinese virus concerns. s… ,0
asian americans join washthehate campaign to raise awareness of discrimination amid coronavirus fears | gma ,1
kiss $2.5trillion out of my ass u.n. make china pay you since its the chinavirus,2
 my daughter still has hopes that her college class trip to scandinavia is not going to be canceled. this is in our hometown. my work just closed for 3 days because we are .8 miles from this store and my coworkers use this pharmacy on a daily basis.,0
"that is all well and good, don, but you got bitch ass china saying we did their dirty work with coronavirus. handle the fisa shit, but china needs a boot up their ass.",2
"pls retweet: writes asian americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% pa is, 10% nurses in the us are asian. yet they face the rise in violence and hate against asians. becool2asians frontlineworkers covid19 ",1
if you actually think you can get the average filthy ignorant person to change in order to curb coronavirus covid19 bioweapon try shitting in one hand and wishing in the other and see which one fills up first,0
"china has blocked any discussion on wuhanvirus at un security council. thank you chacha nehru, for stopping india… ",0
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
bitch  we do not have time for that,0
considering there is no such thing as the chinese virus ,2
" hey facebook do you think drop off a nuclear bomb on china would end the coronavirus pandemic ? it destroying the world community just like your tons of fake fb profiles destroying other peoples lives by harassing them, insulted ,but none of you take action",0
"western universities rely on china. after the coronavirus, that may not last. oops. gameover racismisavirus ",0
 this is why my blood boils every time i hear say “chinese virus”. it makes me sick. racismisavirus,1
breaking iran coronavirus in tehran ,0
"if you guys wonder why the coronavirus is so bad, next time you go out on the weekend watch how many people go to the bathroom and do not wash their hands before leaving. shit is gross af and then they dap people up at the bar ",0
" what the fuck are you rambling on about now!? sit down, shut the fuck up, and; suck start a .45. let the professionals take care of everything. your a spoild privileged little girl who bitches and complains, and; wont do shit yourself to help others. covid19 fakenews wuhanvirus",0
 make sure u fuck china and their propaganda chinaliedpeopledie chinesevirus,2
i was not fucking around when i said you could do more for the environment and reducing pollution by initiating a nuclear attack on china.,2
 2 ironies here 1) leach posted the tweet b/c he did not associate it like when the reporter said chink in the armor common phrase unfortunately the guy. was chinese again no associ. 2)ur letting a white old man det. where u play fb now that is a shame,0
" each country can order the vaccine, then remove the cost of the vax from the enormous debt that each country has amassed because of the chinese virus. global class action is required to recover the remaining economic and; human cost.....",0
"4,000 in us hold china accountable. if china fired nukes at usa killing""100k to 240k us"" we would have ww3. so they sent us coronavirus killing ""100k to 240k us"". sounds like world war three to me. ccpvirus ccp holdchinaaccountable",2
"every country in high alert and doing prevention. meanwhile dumb ass country, the shit hole of asia :",2
"iamnotavirus 我不是病毒 believe in science,not rumors，go china! ",1
"sometimes the thing you thought was the most brutal aspect of the virus, turns out to be the chink in its armor ",0
" the ending literally had me in tears... i guess i just had to let it all out, and that bit was the chink in the armor :')",0
"i went out for a run and a white guy drove by and told me to ""go back to china"" iamnotavirus hateisavirus",1
 i am a chinese and i would rather call “chinese virus “ than “coronavirus” ‘cause it is the most accu… ,0
"the ‘wipe out humans to save the earth’ insanity now being babbled by ‘elite leftists’ — another hint coronavirus may really be a depopulation weapon. the natural spanish flu had a kill rate of 50%, while coronavirus hovers between 3, and 5%, hardly a population killer!",0
"poor poor democrats, now they have to resort to blaming the president for a pandemic perpetuated and exasserbated by the scumbag commie chinks. way to go, crying chuck, that is really gonna help us all so much.",2
asian americans join washthehate campaign to raise awareness of discrimination amid coronavirus fears. ,1
two diamond princess passengers die from coronavirus ,0
"it may one day be said that the coronavirus delivered the deathblow to the new world order, to a half-century of g… ",0
 hospitals are empty. we are born with coronavirus wuhan is fake filmyourtown filmyourhospital we starve and you fight fake crap how can the protein in my body come from wuhan it can not you cannot catch a virus or you would have aids,0
the australian passengers rescued from a coronavirus-stricken cruise ship in japan are right now arriving at their quarantine station in darwin. those on board will be screened for symptoms of the virus five times: 9news ,0
google tells staff to work home due to coronavirus via ,0
holy shit.,0
chinese just gotta stay out of outjer countries right now not because of anything just because they have had the virus longer they may have a different more resilient variation and now we are even more fucked,0
fuck you china and your chinese virus  rest in peace pickup man ,2
this shit a global pandemic i wish they stop lying to us south korea becomes most infected country outside china for coronavirus as cases spike ,0
" that is great! who wants to buy a ""f china"" bumper sticker? chinesevirus boycottchina covid19 itcamefromchina",0
 god damn chink. time to eat some more bat you fucking subhuman,2
"best of the web: china is new coronavirus: an examination of the facts,",0
i hate this fucking virus i just want dumplings but every chinese place nearby is closing,0
northeast asia is getting virtually fucked up!! mask and sanitizer are must now. where is the vaccine???!,0
" this is not acceptable, asian americans have nothing to do with the pandemic. i am sorry that happened to you tzi. washthehate",1
never seen such a insensitive race as a chinese!! chinesevirus19 chinesebioterrorism chinaliedpeopledie fuckers!!,0
"horrific, flights are still allowed in major airports. busses and underground are rammed, construction sites still full and worst of all world leaders are sucking china is ass, the county that is caused all this pain and suffering. fuckchina",2
join free bystander training to combat the rise in anti-asian attacks and becool2asians ,1
 is the goal of this to reduce universal unhappiness if covid19 is successful?,0
" ccp killed xinjiang and tibetans,i remain silent; ccp kills hong kong people with virus, i remain silent; ccp killed all chinese with virus ,i remained silent; today, ccp kills people all over the world with virus, please do not be silent! because ccp turns the earth into hell ",2
found a great deal on coronavirus at wal-mart. they were practically giving that shit away. ,0
"the wanted to march to china city, not to demand the shuts it down as many chinese traders travel to and from china for stock thus risk infecting the mainly black shoppers there, no, they went there to demand chinese hire them, fuck me",0
 sick: stop stirring the pot of racist soup by calling it the chinese virus! racism racismisavirus,1
"wuhan is lockdown ended at midnight, 75 days and 14 hours after it began. chinavirus china covidー19 lockdown ",0
africansarenotlabrats those french racist doctors should be infected with the chinese virus then let the vaccine be tried on them..piece of shit,0
helping a country of animal torturing psychopaths? 75% of the asian people are torturing animals to death in the most evil cruel ways xi jinping makes no laws to protect animals: he is the biggest monster. only the 25% humane asians may be saved: the rest... got what they deserve,2
iamnotavirus campaign aims to curb negativity surrounding asian american community during coronavirus outbreak: ,1
"we should watch china and learn. china is a first world country, yet it has lost more than 2,000 people with over 70,000 infected. if a first world country is struggling to contain this menace, what will a poor third world country like kenya do? sokonews",0
" the only virus on the planet are these damn chinese, i know that some of them are not bad people, but for the most part they are shit asian culture in general is shit, their gastronomy",2
if i get the coronavirus i am going straight to the fox news studios.,2
"to call corvid19 the ‘chinese virus’ is fake news; , take note. this is a formal complaint about digital mi… ",0
china should pay for what the ccpvirus is doing to the economies,0
best thing i heard this morning... “bitch had the audacity to talk shit about asians spreading coronavirus her white nasty ass has herpes! cdc should quarantine her vagina.” ,0
it is hilarious how andrew yang was smeared as a defacto white person because asians are somehow basically white people. pretty sad to see other minority groups say that about another minority group who faces racism daily.,1
"as racist acts against asian americans persist, this agency aims to washthehate ",1
" change your intro to ""i am a chinese virus"" chinesevirus",0
tfw u find out ur county has one of the highest amount of confirmed covid19 cases in the state :) i fucking hate this place,0
 fucking piece of shit your whole community is solely responsible for the chinese virus. chinese dipshits should apologise to the world for their existence on this planet.,2
breaking: the 2 preliminary positive cases of coronavirus in central iran have died - state media,0
 so how is it calling a chinese viruses gonna cause multiple asians getting assaulted when it originate… ,0
"every single time somebody tweets ‘chinese virus’, we should all reply wif the hashtag maralagovirus ",0
" jack, this virus is given by your country and now you are playing this gimmick and showing solidarity with these affected countries. you are same as terr0rist from another community. i would like to baptised this wuhan virus as chinavirus, chinesevirus",2
more than half of coronavirus patients globally have recovered ,0
"corona infected muslims of zamat a converted muslim organization trying to super spread corona by spitting on police ,doctor, common people. chinesevirus19 chinesevirus",0
"""in the west, china is seen as far and removed, and the sinophobia there tends to be borne out of unfamiliarity. but in asia and south east asia it is borne out of too much familiarity.” analysis written by ",0
"almost $10 million but our parents, grandparents, aunts, uncles, and children are at work because they are “essential” - show them this and ask how essential they feel based on their compensation notdyingforwallstreet notdying4wallstreet covid19 profitsbeforepeople ",0
a bop check on your asian friends. ‘i become a person of suspicion’ racismisavirus,1
" no democracy,no life hk$30 billion anticoronavirusfund grassroot$2.4 b lam:i dun give a shit middle class$0 lam:you hv no stake where r the fund? $16.1b:pro beijing group use taxpayers amoney to buy vote coronavirus ",0
"chinavirus , china made it and spread it, this is china is glory cina origin virus id-19 wuhanvirus wuhancoronavirus cinavirus cinacoronavirus 武汉肺炎 中国肺炎 武汉病毒 中国病毒 execute to be no.1",2
"this type of shit makes no sense. the lady was just at a church and about 20% of the practitioners got sick, yet people infected flying in to canada, america and europe on 14 hour flights with extremely close contact are not spreading the virus to everyone on board? hmmmmm???",0
 would you take it if you had the chinese virus? i bet you would....i mean i know you are rooting for the virus but to save your own ass you would gobble that pill like it was obama is tit!,0
 why is the penis pixilated? asians are fucking bizarre. oh and thanks for the coronavirus. bat eaters!,2
uncle joe has a frog in his throat. that or coronavirus. demdebate,0
wowie- you mean trump has a secret room in the wh where he makes the chinese virus while wearing a baseball hat and grabs pussy,0
" that is more like it, ya doss chinky cunt, now stick your middle finger up your arse. ",2
inside south korea is epicenter of the coronavirus outbreak - cnn ,0
 i will say it loudly chinesevirus fuckchina ,2
i do not see why we are calling it covid-19... it is the chinese virus. the chinese government is responsible for eac… ,0
 go ahead and thank them for the whole fucking pandemic you incompetent asshole. . ,2
"before the bell: asx futures point to opening loss; wall st retreats despite surge for microsoft, tesla ausbiz ",0
you would think that with the coronavirus white people would start taking care of their hygiene and wash their hands and such but nope they just found it as an excuse to be racist to asian people. typical white people culture,1
iamnotavirus 'i am not a virus': france is asian community pushes back over xenophobia ,1
this chinese virus needs to chill,0
", cnn rightly highlights despicable racist attacks on asians, but then falls back on the “flu kills more people” fallacy :-( ",1
"politics over past decade has created a permissive racist uk (muslims, eastern european and; now chinese). hospitality industry is driven by many from these communities. what are we doing to tackle this? “chinese people targeted with abuse over coronavirus” ",1
 just like the media blowing up the terms “chinese virus” and “wuhan virus” and then callin trump racist as soon as he starts saying it. they are hypocritical pieces of shit.,0
ca not type cantonese and cba using the traditional chink characters so here you go,2
" india today group from ages were licking congress ass and some how now arvind kejriwal has smeared salt and pepper, since it is new taste for this group they have started licking kejriwal ass. idiots you group is more dangerous than chinese virus.",0
" see, how shame one you. chinese always use this way to force people, like a grand baby. whatever you said, more people know what is china doing the bull shit these months, at this way we have to thanks for chinesevirus. taiwancanhelp taiwanishelping chinaliespeopledie",2
why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked ,0
'as if we were the disease': coronavirus brings prejudice for italy is chinese workers. racismisavirus ,1
"if the coronavirus does not kill people along comes some screwball who shoots and kills 9 people. this happened after a suspect kill the people in local bars in hanau, germany. the suspect along with another body was later found dead by the police wednesday night ",0
"good morning. i talked to 5 professors + one associate professor on how the test should be done. because we have been debating bout how to do the test this past month. in addition, i give you info about our budget. yeah. my latest for ",0
washthehate seeks to bring the asian community together and create a unified voice that cuts through the noise. ,1
yes i am chinese but i am not a virus! iamnotavirus ,1
"yea,we could only stay at home now... fuck you china! fuckchina wuhancoronavirus boycottchina",2
 yes exactly! do not discriminate against asians!  washthehate racismisavirus,1
 bitch please. the chinese originated virus spread to the world and nobody could stop it. you want blame someone blame china.they let countess on airplanes to infect the world. ,2
 you fucking chinese gave the virus to the world ,2
stay alert asians in nyc: these middle eastern racist males in the video violently yelled at me “corona” “coronavirus everywhere” with foreign accent. it happened in midtown on 47th st near 10th ave manhattan on march 7th. iamnotavirus coronavirusny stopthehate coronaphobia,1
 this store is near me and i think he is being moronic in his argument people need to shop for food which are essential i am sorry fella you need to close.... otherwise it is the tip of the iceberg people will abuse any chink in the armour of social distancing,0
racists physically attacking chinese ppl racists wanting to intentionally give the virus to vulnerable ppl/nations we hv never stopped being under threat. just carried out in different ways.,1
 now do china. and repeat for three months so as to offset the last three months of fakenews you have been spewing about the chinesevirus by pretending that china was not full of shit.,2
" johnson is having a cobra meeting about coronavirus?!? hey, that was your idea, jmac!!! just another rip off  commiecomrades",0
so can not do any part of his job but he especially can not deal with this too much science he needs to listen to others he is fired anyone competent to handle this he is too busy kissing china is ass so new world pandemic here we come,0
 covid 19 killed countless asians before it came to the us so of course the virus is racist....,0
"wow, great seeing senator kennedy of louisiana going at the trump head of homeland security because he can not answer basic questions about the coronavirus outbreak. could this finally be a chink in the trump armor? i hope no one has to die to wake these repugs up.",0
the coronavirus does not give you an excuse to be openly racist to asian people... iamnotavirus,1
keep making noise.  washthehate hateisavirus endracism chinesearenotavirus ,1
people who survive the chink-virus have an obligation to procreate and pass along their genes. the body goes through a genetic mutation after beating off a virus and it could be beneficial for future generations.,2
 dismiss who. who taken a bribe from china. if not taken money from china so why not taken action again to china. why no understand coronaviruse very big business for china. this is not covid-19 this is chinesevirus very danger is also a from hydrogen bomb,0
i was not sure if i wanted to speak on what started off as subtle racism people had against the asians community when this virus started... unfortunately over these past few weeks the hate has become harder to ignore. covid19 washthehate ,1
hi guys! do you want to fuck me? i can kneel wichita falls maturemilf coronavirus ,0
i would especially urge my fellow jewish friends in the us to patronise their local chinese restaurants/takeouts extra atm. american jews have a historic special bond with american chinese food places. we need to help counteract this racist and; ignorant paranoia re: coronavirus,1
 your whole damn president is racist.. your party calls covid— chinavirus.. republicans stole the georgia gov. role from a black woman-stacy abrams.. etc..,1
obito(coronavirus)- wassup bitch minato- oh shi....t obito- i am gonna come get you ,0
dried seafood large-sized scallop 1 pound (454 grams) from south china sea ... 来自 ,0
 don't believe this shit..china and italy didn't take it serious till it got out of hand!! we can let that happen here!!!!!! coronavirus,0
these chinese are some fucking breeds.,2
do you think anyone is stupid enough to boycott the coronas music because of the coronavirus?,0
 this is that evil white mans fault!!! but do not call it the chinese virus that would be racist!!,1
"bro this is how the fucking common cold works, this is not scary.",0
"the real situation in china, fucking you twitter who keep removing the videos. retweet and share. follow me for regular video updates direct from china coronavirus coronoavirusoutbreak coronaviruswuhan coronaviruswuhan",0
 it is not racist to call the virus the chinese virus!! was it racist to call the spanish… ,0
" hahaha no do not worry ,we will fuck those chinese up ,let the chinese virus pandemic end ,we are ready to destroy china  ",2
please help trend this 티오피_팬미팅_취소해 엠비케이_팬미팅_취소해 플레이엠_팬미팅_취소해 포켓돌즈_팬미팅_미뤄 아티스트_보호해_스케줄_취소해 모든아티스트_스케줄_취소해 w… ,0
 because said there was nothing to worry about. they argued against border closures and said the virus could not pass human to human. you are surprised governments listened. they are suppose to. do not think it will happen again the is corrupt and useless ccpvirus,0
"covid19 coronavirus wuflu total cases for ""diamond princess"", yokohama, now: 634",0
dr. fauci on hydroxychloroquine to treat coronavirus: be careful before making a amajestic leap' foxnews what the fuck is wrong with this liberal quack!? this pos is zapping all hope from those suffering from chinesevirus . he needs to go asap,0
"fuck all of the hypochondriacs. i am craving chinese and even tho i am on a diet, ima still get it tonight ",0
"people from iran and italy are saying this shit is super serious and very deadly. and this flies in the face of everything we have been led to believe by the who, china and even the united states. coronavirus",0
and y’all mad cause trump call it the chinese virus. i mean it did originate in those markets where they eating bat… ,0
"yeah the corona virus out here, and oeoole avoiding chinese food but fuck it..! i am about to get some orange chicken from china express",0
my pussy is wet only about the thought of a big dick lebanon township nakedteens coronavirus ,0
"""the normal flu kills tens of thousands of people every year, and in the weeks since the coronavirus has emerged, will have killed more people around the world than the coronavirus has in china"" this is dangerous propaganda from a respected source",0
more nutty than squirrel shit covid19 wuhanvirus,0
ladies and gentlemen we did not get fallout or hokuto no ken timeline we got the resident evil timeline great,0
"coronavirus chinavirus wuhancoronavirus italycoronavirus hubei to southkorea pandemic? and; in nyc 6 cats will be killed today,noon visit them free transport-states near newyorkand;free medical reserve them-212-788-4000 adopt foster(it is temporary) pledge",0
" this is not racist you fucking morons!!!! it is the truth! oh wait a minute this is the sun newspaper page. .oh yeah, all your journalists write bullshit! maybe when you get the virus you would also hate the filthy chinese for what their wet markets have done.",2
" hello world, chink man is here. we, chinese chinks and ccp comrades, would like to apologize to the world. our founding father mao zedong taught that we ccp members had to lie. thus, we have to engage in falsehood and deception. forgive us, lest we forge another virus. ",2
and she has the unmitigated nerve to say is the reason the wuhanvirus has spread? she has 0 f**ks to give where america is concerned. she hates trump and; america and will do everything she can to destroy and america. democratshateamerica,0
everybody thank corona-chan for her hard work in reducing carbon emissions.,0
 so the chinese virus is racist towards blacks? is that what you are saying?,0
"hey here is an idea, do not call it the ""chinese virus"" you racist piece of absolute dog shit.",1
 what is the most perplexing to me is the varying degrees of opinions on this chinesevirus. some say… ,0
use chinesevirus instead of corona or covid 19. it is a china_virus,0
more coronavirus cases in iran is qom; religious gatherings under... covid-19,0
" chinese were the ones who spread that shit as usual. sars, avian and; swine are their creation, but this time the wuhan virus really worked. now they are fucking laughing.",2
"this is how china is swallowing the world peace now and in the future, because they never confess.",0
"shame southkorea ! you also have cruel eating habits like china... dog, cat, horse, live sushi... etc.. ",0
what you should know about the coronavirus: ,0
rthk tells nothing but the truth. hongkongpolice are cowards who put on high standard protective clothing and always run away from suspected coronavirus patients. they are keeping way too many masks which make the public think they are bloody pussies. ,0
"the coronavirus, in the united states, reminds me of the movie, outbreak... this is some scary ass shit. idk bit something tells me, china has launched a germ warfare against the world...",2
" coronavirus bioweapon mystery solved: it is all in the name! pharmagreed vaxxoff not one rich famous person or a dirty greedy politician has been infected or died, why the worry? just another billgates trick to kill deathbydesign greedkills",0
i absolutely cannot stand when i hear “it is the chinese virus” you iggnorant fucks,1
"be ready to buy as unfounded panic subsides. remember, coronavirus has a 97.3% survival rate and even in the hardest hit group of men over 80, over 85% survive. read the numbers, not the headlines and be prepared for trading opportunities. wuhanvirus coronavirus ",0
 you are an over prvileged shit starter! bats is one theory as are snakes. do not count your chickens before they hatch. ground zero was the market in wuhan...supposedly! you were packing rucksacks while the rest of the world was connecting dots. it is covid19 not china virus,1
 do not forget the asian americans that endorse racism against china as if it will make the racists like then more.,2
 chink! coronavirus speader!,2
"now: standing by for press conference with health minister to provide ""urgent update"" on the… ",0
 chink ekun self like better thing,0
"chinese men terrified black men will steal their girls. fuck it, we might as well.racismisavirus ",0
i hope any racist in america talking shit about asians and the coronavirus gets infected,1
" i am not sure i would go that far, if we consider 2019 coronavirus a bioweapon then so is the flu of 2019-2020 as well. the flu has already killed more people and is killing them faster than covid-19",0
" either the wuhan govt, beijing or a combination of both were responsible for the non… ",0
" hello world, chink man is here. we, chinese chinks and ccp comrades, would like to apologize to the world. our founding father mao zedong taught that we ccp members had to lie. thus, we have to engage in falsehood and deception. forgive us, lest we forge another virus. ",2
" lol shit you are actually retarded i though you were just joking. if it was a general reference the article would be referring to global death toll, but the article was about china is death toll, hence ""china is coronavirus death toll"" climbs. stay in school. ",0
 while it comes to racism to other asian people iamnotavirus racismisavirus asianaintallchinese,1
"7/ with limited weapons, the whole city is now forced to fight a risky war on coronavirus with our hands tied.",0
"icymi on : in march, as chairman of is subcommitee on aviation and; space, i will hold a hearing to learn more about the global outbreak of the novel coronavirus and; discuss what steps congress can take to help contain the disease. ",0
 the virus is is not chinese. it is a coronavirus. you are a both a racist and feckin' arsehole. you did nothing and now that it spreads you scream racist crap. scalegoating is what nazis do. stop being a nazi.,1
why a coronavirus diagnosis is not a certain death sentence and more coronavirus myths debunked ,0
right now a tremendous opportunity exists to reach out and support asians in your local community. do not waste it. iamnotavirus,1
"as racist acts against asian americans persist, this agency aims to washthehate ",1
 it is not a chinese virus you fucking moron. it is a human virus and your trolling for cheap point from bigots is disgusting.,1
" dr. oz says he is looking for war time hero is... are you a war time hero, or a menace to this chinese virus... i would advise you to stand your post ted and help america and the american people... ask not what your country can do for you, but what you can do for your country.",0
